Date,Day,Time_Slot,Environment,Location,Connected_Devices,Download_Mbps_per_Device,Upload_Mbps_per_Device,Aggregate_Download_Mbps,Latency_ms,Signal_Strength_dBm,Dominant_Protocol,Packet_Loss_Percent
02-02-2024,Friday,16:00-18:00,Academic,Library,46,2.6,0.88,124.8,46.6,-56,HTTP/HTTPS,2
02-02-2024,Friday,18:00-20:00,Academic,Library,8,4.82,1.41,38.86,9.8,-53.5,HTTP/HTTPS,1.73
02-02-2024,Friday,20:00-22:00,Academic,Library,7,5.19,1.08,36.55,15,-54.9,Cloud Sync,1.5
02-02-2024,Friday,22:00-00:00,Academic,Library,10,4.48,1.25,45.2,13.8,-52,HTTP/HTTPS,1.35
03-02-2024,Saturday,00:00-02:00,Academic,Library,2,4.61,1.21,9.24,23.3,-49.2,Cloud Sync,1.15
03-02-2024,Saturday,02:00-04:00,Academic,Library,3,4.81,1.04,14.47,15.8,-46.1,Cloud Sync,1.01
03-02-2024,Saturday,04:00-06:00,Academic,Library,4,4.88,1.53,19.58,6,-47.6,HTTP/HTTPS,0.9
03-02-2024,Saturday,06:00-08:00,Academic,Library,2,3.56,0.83,7.13,10.2,-49.3,Gaming,0.8
03-02-2024,Saturday,08:00-10:00,Academic,Library,30,3.37,1.12,103.79,28.3,-48.8,HTTP/HTTPS,7.8
03-02-2024,Saturday,10:00-12:00,Academic,Library,23,3.86,1.12,90.65,31.5,-51.6,Cloud Sync,1.01
03-02-2024,Saturday,12:00-14:00,Academic,Library,30,3.24,0.92,100,34.7,-53.6,HTTP/HTTPS,5.13
03-02-2024,Saturday,14:00-16:00,Academic,Library,26,3.34,0.84,89.04,41.4,-51.7,Cloud Sync,1.17
03-02-2024,Saturday,16:00-18:00,Academic,Library,27,3.41,0.68,94.25,25,-54.2,HTTP/HTTPS,1.22
03-02-2024,Saturday,18:00-20:00,Academic,Library,4,5.92,1.97,23.76,7.4,-50.6,Cloud Sync,1.07
03-02-2024,Saturday,20:00-22:00,Academic,Library,3,5.39,1.72,16.2,6.9,-49.3,HTTP/HTTPS,0.94
03-02-2024,Saturday,22:00-00:00,Academic,Library,4,5.38,1.51,21.61,8.7,-46.7,Cloud Sync,0.85
04-02-2024,Sunday,00:00-02:00,Academic,Library,3,5.21,1.4,15.68,9.6,-48.8,Cloud Sync,0.76
04-02-2024,Sunday,02:00-04:00,Academic,Library,5,5.25,1.56,26.35,16.1,-49.6,HTTP/HTTPS,0.71
04-02-2024,Sunday,04:00-06:00,Academic,Library,6,4.62,1.07,27.85,15.5,-50.9,HTTP/HTTPS,0.68
04-02-2024,Sunday,06:00-08:00,Academic,Library,2,2.5,0.73,5,5.6,-50.4,Gaming,0.62
04-02-2024,Sunday,08:00-10:00,Academic,Library,23,3.85,1.31,90.38,26.1,-51.1,Cloud Sync,0.75
04-02-2024,Sunday,10:00-12:00,Academic,Library,25,3.81,1.08,97.47,24,-53.5,HTTP/HTTPS,0.87
04-02-2024,Sunday,12:00-14:00,Academic,Library,27,3.59,1.01,99.33,35.2,-52.2,Cloud Sync,0.98
04-02-2024,Sunday,14:00-16:00,Academic,Library,24,3.78,0.87,92.72,34,-50.7,Social Media,1.04
04-02-2024,Sunday,16:00-18:00,Academic,Library,29,3.39,0.69,101.08,32.2,-48.2,Remote Desktop,1.14
04-02-2024,Sunday,18:00-20:00,Academic,Library,6,5,1.02,30.14,21.4,-48.4,Cloud Sync,1.02
04-02-2024,Sunday,20:00-22:00,Academic,Library,3,4.14,1.39,12.45,9.6,-49.7,Remote Desktop,0.9
04-02-2024,Sunday,22:00-00:00,Academic,Library,4,4.89,1.18,19.63,13.4,-49,HTTP/HTTPS,0.81
05-02-2024,Monday,00:00-02:00,Academic,Library,8,4.78,1.23,38.54,10.5,-42.8,Cloud Sync,0.78
05-02-2024,Monday,02:00-04:00,Academic,Library,11,4.57,1.09,50.78,12.7,-43.3,Remote Desktop,0.77
05-02-2024,Monday,04:00-06:00,Academic,Library,10,4.88,1.63,49.27,15.7,-42.7,Cloud Sync,0.76
05-02-2024,Monday,06:00-08:00,Academic,Library,9,4.84,1.54,43.93,17.8,-45.8,Cloud Sync,0.74
05-02-2024,Monday,08:00-10:00,Academic,Library,45,2.65,0.64,124.4,51.3,-49.3,HTTP/HTTPS,1.03
05-02-2024,Monday,10:00-12:00,Academic,Library,54,2.3,0.8,130.47,79.3,-53.4,HTTP/HTTPS,1.33
05-02-2024,Monday,12:00-14:00,Academic,Library,56,2.23,0.67,131.68,75.4,-53.6,HTTP/HTTPS,1.59
05-02-2024,Monday,14:00-16:00,Academic,Library,57,2.2,0.46,132.42,80.2,-57.1,Cloud Sync,1.81
05-02-2024,Monday,16:00-18:00,Academic,Library,52,2.38,0.5,130.06,62.7,-55.5,HTTP/HTTPS,1.94
05-02-2024,Monday,18:00-20:00,Academic,Library,8,4.83,1.09,38.93,14.7,-52.3,HTTP/HTTPS,1.68
05-02-2024,Monday,20:00-22:00,Academic,Library,13,4.63,1.32,60.86,13.7,-51.8,HTTP/HTTPS,1.51
05-02-2024,Monday,22:00-00:00,Academic,Library,6,5.4,1.11,32.55,8.8,-53.9,Cloud Sync,1.32
06-02-2024,Tuesday,00:00-02:00,Academic,Library,9,5.16,1.23,46.81,20,-52.8,Video Streaming,1.19
06-02-2024,Tuesday,02:00-04:00,Academic,Library,11,4.93,0.99,54.75,14.5,-54.9,Cloud Sync,1.1
06-02-2024,Tuesday,04:00-06:00,Academic,Library,11,4.7,1.39,52.26,23,-51.5,HTTP/HTTPS,1.04
06-02-2024,Tuesday,06:00-08:00,Academic,Library,9,4.89,1.34,44.38,19.7,-48.9,Social Media,0.96
06-02-2024,Tuesday,08:00-10:00,Academic,Library,50,2.44,0.7,127.7,73,-49.6,HTTP/HTTPS,1.25
06-02-2024,Tuesday,10:00-12:00,Academic,Library,51,2.49,0.53,132.96,69.3,-49.3,HTTP/HTTPS,1.48
06-02-2024,Tuesday,12:00-14:00,Academic,Library,53,2.37,0.74,131.77,69.2,-50.5,HTTP/HTTPS,1.69
06-02-2024,Tuesday,14:00-16:00,Academic,Library,48,2.56,0.85,128.51,55.7,-48,Cloud Sync,1.81
06-02-2024,Tuesday,16:00-18:00,Academic,Library,52,2.41,0.69,131.71,67.2,-49,HTTP/HTTPS,1.94
06-02-2024,Tuesday,18:00-20:00,Academic,Library,9,5.01,1.33,45.43,24.5,-46.3,Remote Desktop,1.69
06-02-2024,Tuesday,20:00-22:00,Academic,Library,11,4.97,1.66,55.24,18.4,-47,Remote Desktop,1.5
06-02-2024,Tuesday,22:00-00:00,Academic,Library,9,5.51,1.77,50.02,16.6,-51.2,Cloud Sync,1.34
07-02-2024,Wednesday,00:00-02:00,Academic,Library,8,5.57,1.94,44.85,12.9,-48.3,Cloud Sync,1.2
07-02-2024,Wednesday,02:00-04:00,Academic,Library,9,5.04,1.1,45.7,20.3,-48.6,HTTP/HTTPS,1.09
07-02-2024,Wednesday,04:00-06:00,Academic,Library,9,5.06,1.4,45.92,11.2,-49.1,Remote Desktop,1.01
07-02-2024,Wednesday,06:00-08:00,Academic,Library,9,4.91,1.08,44.57,19,-45.6,Remote Desktop,0.94
07-02-2024,Wednesday,08:00-10:00,Academic,Library,61,2.1,0.65,135.34,76.6,-51,HTTP/HTTPS,1.32
07-02-2024,Wednesday,10:00-12:00,Academic,Library,57,2.23,0.5,133.97,69.5,-53.1,VoIP,1.59
07-02-2024,Wednesday,12:00-14:00,Academic,Library,57,2.26,0.75,135.68,71.7,-54.9,Cloud Sync,1.81
07-02-2024,Wednesday,14:00-16:00,Academic,Library,45,2.67,0.91,125.35,57.9,-55.5,Cloud Sync,1.88
07-02-2024,Wednesday,16:00-18:00,Academic,Library,56,2.29,0.76,135.11,76.2,-54,Remote Desktop,2.03
07-02-2024,Wednesday,18:00-20:00,Academic,Library,4,4.57,0.92,18.34,13.9,-50.9,Remote Desktop,1.72
07-02-2024,Wednesday,20:00-22:00,Academic,Library,12,4.58,1.4,55.57,14.8,-54,Cloud Sync,1.54
07-02-2024,Wednesday,22:00-00:00,Academic,Library,8,4.91,1.47,39.53,10.3,-50.4,Remote Desktop,1.35
08-02-2024,Thursday,00:00-02:00,Academic,Library,13,4.35,0.98,57.19,18.6,-46.7,HTTP/HTTPS,1.25
08-02-2024,Thursday,02:00-04:00,Academic,Library,11,4.83,1.61,53.68,21.6,-44.8,Cloud Sync,1.15
08-02-2024,Thursday,04:00-06:00,Academic,Library,11,4.95,1.39,55,5.6,-46.2,HTTP/HTTPS,1.07
08-02-2024,Thursday,06:00-08:00,Academic,Library,11,4.7,1.24,52.26,13.5,-48.9,Cloud Sync,1.01
08-02-2024,Thursday,08:00-10:00,Academic,Library,60,2.16,0.62,136.91,82.7,-51.9,Remote Desktop,1.37
08-02-2024,Thursday,10:00-12:00,Academic,Library,69,1.9,0.63,139.68,90.2,-56.4,Cloud Sync,1.73
08-02-2024,Thursday,12:00-14:00,Academic,Library,53,2.33,0.56,129.79,73.6,-53.1,Remote Desktop,1.89
08-02-2024,Thursday,14:00-16:00,Academic,Library,64,2.02,0.51,137.27,82.5,-57.3,Cloud Sync,2.1
08-02-2024,Thursday,16:00-18:00,Academic,Library,61,2.14,0.6,138.39,77.8,-56.1,Remote Desktop,2.25
08-02-2024,Thursday,18:00-20:00,Academic,Library,9,4.52,1.46,41.01,21.2,-51.8,Remote Desktop,1.93
08-02-2024,Thursday,20:00-22:00,Academic,Library,8,4.69,1.11,37.79,14.4,-48.7,Cloud Sync,1.67
08-02-2024,Thursday,22:00-00:00,Academic,Library,9,4.71,1.25,42.74,19.8,-52.6,Remote Desktop,1.47
09-02-2024,Friday,00:00-02:00,Academic,Library,8,4.89,1.42,39.42,18.8,-52,HTTP/HTTPS,1.31
09-02-2024,Friday,02:00-04:00,Academic,Library,9,4.85,0.97,44.01,22,-49.7,Video Streaming,1.18
09-02-2024,Friday,04:00-06:00,Academic,Library,8,4.91,1.19,39.54,20.5,-44.6,VoIP,1.07
09-02-2024,Friday,06:00-08:00,Academic,Library,6,5.25,1.83,31.65,17.5,-46.3,Remote Desktop,0.97
09-02-2024,Friday,08:00-10:00,Academic,Library,58,2.16,0.48,132.4,79.6,-50.4,HTTP/HTTPS,1.32
09-02-2024,Friday,10:00-12:00,Academic,Library,72,1.82,0.52,140.27,105.2,-53.1,HTTP/HTTPS,1.71
09-02-2024,Friday,12:00-14:00,Academic,Library,52,2.36,0.58,128.98,68.9,-54.2,Video Streaming,1.86
09-02-2024,Friday,14:00-16:00,Academic,Library,60,2.14,0.59,135.57,84.6,-57.8,HTTP/HTTPS,2.05
09-02-2024,Friday,16:00-18:00,Academic,Library,53,2.32,0.8,129.07,69.8,-56.6,Cloud Sync,2.14
09-02-2024,Friday,18:00-20:00,Academic,Library,13,4.41,1.53,57.97,18.1,-55.9,Remote Desktop,1.88
09-02-2024,Friday,20:00-22:00,Academic,Library,9,4.72,1.14,42.87,22.1,-56.1,Remote Desktop,1.64
09-02-2024,Friday,22:00-00:00,Academic,Library,9,5.08,1.66,46.1,18.6,-56.1,Cloud Sync,1.45
10-02-2024,Saturday,00:00-02:00,Academic,Library,4,5,1.68,20.08,9.7,-53.9,Cloud Sync,1.25
10-02-2024,Saturday,02:00-04:00,Academic,Library,6,4.92,1.17,29.65,18.1,-51.8,Cloud Sync,1.11
10-02-2024,Saturday,04:00-06:00,Academic,Library,5,4.94,1.27,24.81,18.4,-52.8,Video Streaming,0.99
10-02-2024,Saturday,06:00-08:00,Academic,Library,5,4.26,1.07,21.37,18.6,-50.9,Cloud Sync,0.89
10-02-2024,Saturday,08:00-10:00,Academic,Library,30,3.35,0.93,103.37,37.9,-53,Cloud Sync,1.03
10-02-2024,Saturday,10:00-12:00,Academic,Library,25,3.71,0.75,95,23.5,-55.4,Cloud Sync,1.09
10-02-2024,Saturday,12:00-14:00,Academic,Library,27,3.5,0.96,96.8,31.9,-52.6,Cloud Sync,1.16
10-02-2024,Saturday,14:00-16:00,Academic,Library,23,3.91,1.26,91.81,25.6,-51.5,Video Streaming,1.18
10-02-2024,Saturday,16:00-18:00,Academic,Library,25,3.74,0.95,95.64,24.8,-52.3,Video Streaming,1.21
10-02-2024,Saturday,18:00-20:00,Academic,Library,5,4.38,1.5,21.98,15.9,-52.7,HTTP/HTTPS,1.07
10-02-2024,Saturday,20:00-22:00,Academic,Library,5,4.68,1.62,23.51,12.6,-50.9,HTTP/HTTPS,0.96
10-02-2024,Saturday,22:00-00:00,Academic,Library,5,5.92,1.37,29.72,10.2,-50.6,Video Streaming,7.71
11-02-2024,Sunday,00:00-02:00,Academic,Library,6,5.69,1.49,34.35,21.6,-49.6,VoIP,0.8
11-02-2024,Sunday,02:00-04:00,Academic,Library,5,5.82,1.72,29.23,8.3,-46.4,Cloud Sync,0.74
11-02-2024,Sunday,04:00-06:00,Academic,Library,2,6.94,1.74,13.91,4.9,-47,Remote Desktop,0.67
11-02-2024,Sunday,06:00-08:00,Academic,Library,3,6.1,1.83,18.36,9.6,-48.6,VoIP,0.62
11-02-2024,Sunday,08:00-10:00,Academic,Library,30,3.56,0.96,109.85,35.6,-50.9,Cloud Sync,0.81
11-02-2024,Sunday,10:00-12:00,Academic,Library,32,3.39,0.83,111.68,37.5,-51.1,HTTP/HTTPS,0.97
11-02-2024,Sunday,12:00-14:00,Academic,Library,32,3.37,1.07,111.14,40,-53.8,HTTP/HTTPS,1.11
11-02-2024,Sunday,14:00-16:00,Academic,Library,28,3.54,0.86,101.72,38.6,-51.1,Video Streaming,1.18
11-02-2024,Sunday,16:00-18:00,Academic,Library,25,3.73,0.85,95.48,28,-53,Cloud Sync,1.21
11-02-2024,Sunday,18:00-20:00,Academic,Library,4,6.6,2.16,26.5,9.9,-52.7,HTTP/HTTPS,1.06
11-02-2024,Sunday,20:00-22:00,Academic,Library,4,6.21,1.67,24.91,14.5,-48.4,HTTP/HTTPS,0.94
11-02-2024,Sunday,22:00-00:00,Academic,Library,3,6.52,1.45,19.62,8.7,-47.6,Cloud Sync,0.84
12-02-2024,Monday,00:00-02:00,Academic,Library,13,4.87,1.25,64.01,4.6,-49.8,Cloud Sync,0.84
12-02-2024,Monday,02:00-04:00,Academic,Library,6,5.43,1.81,32.74,4,-47.3,Cloud Sync,0.78
12-02-2024,Monday,04:00-06:00,Academic,Library,7,5.04,1.46,35.48,22.4,-49.4,HTTP/HTTPS,0.74
12-02-2024,Monday,06:00-08:00,Academic,Library,7,4.88,1.7,34.37,19.9,-48.9,Social Media,0.71
12-02-2024,Monday,08:00-10:00,Academic,Library,51,2.38,0.5,127.27,66.2,-49.9,Remote Desktop,1.06
12-02-2024,Monday,10:00-12:00,Academic,Library,48,2.55,0.76,128.03,68.3,-53.9,Cloud Sync,4.08
12-02-2024,Monday,12:00-14:00,Academic,Library,64,2.08,0.59,141.2,85.1,-55,Cloud Sync,1.64
12-02-2024,Monday,14:00-16:00,Academic,Library,69,1.93,0.6,141.72,107.8,-51.3,HTTP/HTTPS,1.94
12-02-2024,Monday,16:00-18:00,Academic,Library,54,2.36,0.69,134.17,66.4,-54.4,Remote Desktop,2.07
12-02-2024,Monday,18:00-20:00,Academic,Library,12,4.76,1.43,57.71,21.5,-50,Remote Desktop,1.81
12-02-2024,Monday,20:00-22:00,Academic,Library,11,4.75,1.16,52.81,14.5,-51.1,HTTP/HTTPS,1.6
12-02-2024,Monday,22:00-00:00,Academic,Library,11,4.5,1.35,49.95,16,-49.6,HTTP/HTTPS,1.43
13-02-2024,Tuesday,00:00-02:00,Academic,Library,8,4.84,1.1,38.97,7.4,-48.6,Remote Desktop,1.27
13-02-2024,Tuesday,02:00-04:00,Academic,Library,9,5.33,1.27,48.36,15.9,-46.3,Cloud Sync,1.15
13-02-2024,Tuesday,04:00-06:00,Academic,Library,8,4.78,1.1,38.51,18.4,-48.7,HTTP/HTTPS,1.05
13-02-2024,Tuesday,06:00-08:00,Academic,Library,10,5.17,1.19,52.2,10.4,-50.1,Remote Desktop,0.98
13-02-2024,Tuesday,08:00-10:00,Academic,Library,65,2.03,0.49,139.83,90.6,-51.3,Cloud Sync,1.39
13-02-2024,Tuesday,10:00-12:00,Academic,Library,55,2.35,0.56,135.88,68.7,-50.9,Remote Desktop,1.63
13-02-2024,Tuesday,12:00-14:00,Academic,Library,51,2.51,0.5,134,66.8,-54,HTTP/HTTPS,1.79
13-02-2024,Tuesday,14:00-16:00,Academic,Library,55,2.34,0.72,135.23,64.1,-51.9,Cloud Sync,1.95
13-02-2024,Tuesday,16:00-18:00,Academic,Library,60,2.16,0.56,136.81,80.9,-54.5,Cloud Sync,2.12
13-02-2024,Tuesday,18:00-20:00,Academic,Library,9,5.19,1.33,47.12,14.4,-55.3,Remote Desktop,1.83
13-02-2024,Tuesday,20:00-22:00,Academic,Library,9,4.93,1,44.71,13.3,-54.3,Cloud Sync,1.6
13-02-2024,Tuesday,22:00-00:00,Academic,Library,9,5.29,1.62,48.02,23.3,-50.2,HTTP/HTTPS,6.78
14-02-2024,Wednesday,00:00-02:00,Academic,Library,11,4.98,1.42,55.32,21,-50.2,Cloud Sync,1.28
14-02-2024,Wednesday,02:00-04:00,Academic,Library,7,5.27,1.67,37.15,6.9,-49.4,Cloud Sync,1.14
14-02-2024,Wednesday,04:00-06:00,Academic,Library,11,5,1.07,55.59,22.7,-52.6,Remote Desktop,1.07
14-02-2024,Wednesday,06:00-08:00,Academic,Library,5,6.51,2.09,32.72,18.8,-51.7,Cloud Sync,0.96
14-02-2024,Wednesday,08:00-10:00,Academic,Library,60,2.23,0.75,141.41,73.5,-52.9,HTTP/HTTPS,1.32
14-02-2024,Wednesday,10:00-12:00,Academic,Library,64,2.06,0.41,139.86,90.2,-54.1,Cloud Sync,1.65
14-02-2024,Wednesday,12:00-14:00,Academic,Library,51,2.43,0.54,129.8,60.2,-54.5,HTTP/HTTPS,1.81
14-02-2024,Wednesday,14:00-16:00,Academic,Library,48,2.55,0.86,127.94,67.4,-51.7,HTTP/HTTPS,8.02
14-02-2024,Wednesday,16:00-18:00,Academic,Library,58,2.27,0.63,138.99,74.4,-53.4,Cloud Sync,2.07
14-02-2024,Wednesday,18:00-20:00,Academic,Library,9,5.05,1.31,45.84,17.7,-54.3,Remote Desktop,1.79
14-02-2024,Wednesday,20:00-22:00,Academic,Library,10,4.92,1.04,49.65,15.5,-52.1,Video Streaming,1.57
14-02-2024,Wednesday,22:00-00:00,Academic,Library,11,5.2,1.81,57.8,14.4,-50.2,HTTP/HTTPS,1.41
15-02-2024,Thursday,00:00-02:00,Academic,Library,9,5.35,1.46,48.54,15.5,-49.2,Cloud Sync,1.26
15-02-2024,Thursday,02:00-04:00,Academic,Library,11,5.01,1.07,55.67,15.5,-47.5,Cloud Sync,1.16
15-02-2024,Thursday,04:00-06:00,Academic,Library,9,5.73,1.38,52.01,18.7,-48.8,Remote Desktop,1.07
15-02-2024,Thursday,06:00-08:00,Academic,Library,13,5.02,1.28,66.1,22,-46.8,Remote Desktop,1.02
15-02-2024,Thursday,08:00-10:00,Academic,Library,69,1.93,0.56,142.26,95.5,-52.6,HTTP/HTTPS,1.45
15-02-2024,Thursday,10:00-12:00,Academic,Library,74,1.76,0.51,139.48,101.8,-57.5,Cloud Sync,1.84
15-02-2024,Thursday,12:00-14:00,Academic,Library,67,1.92,0.43,136.68,97.2,-59.1,HTTP/HTTPS,2.09
15-02-2024,Thursday,14:00-16:00,Academic,Library,63,2.04,0.63,136.02,91.2,-61.1,HTTP/HTTPS,2.26
15-02-2024,Thursday,16:00-18:00,Academic,Library,78,1.71,0.57,143.67,113.2,-60.7,Cloud Sync,2.51
15-02-2024,Thursday,18:00-20:00,Academic,Library,8,4.85,1.03,39.09,12,-58.2,HTTP/HTTPS,2.14
15-02-2024,Thursday,20:00-22:00,Academic,Library,9,4.85,1.49,44.01,13.5,-57.6,Cloud Sync,1.85
15-02-2024,Thursday,22:00-00:00,Academic,Library,12,4.92,1.01,59.67,21.2,-52.2,HTTP/HTTPS,1.64
16-02-2024,Friday,00:00-02:00,Academic,Library,11,5.19,1.55,57.68,19.2,-52.1,Remote Desktop,1.46
16-02-2024,Friday,02:00-04:00,Academic,Library,7,4.99,1.22,35.12,17.3,-51.6,HTTP/HTTPS,1.29
16-02-2024,Friday,04:00-06:00,Academic,Library,11,4.89,1.56,54.28,26,-51.6,HTTP/HTTPS,1.18
16-02-2024,Friday,06:00-08:00,Academic,Library,13,4.86,1.56,63.89,17.3,-52.8,Cloud Sync,1.11
16-02-2024,Friday,08:00-10:00,Academic,Library,67,2.01,0.49,143.35,95.1,-58.4,Remote Desktop,3.74
16-02-2024,Friday,10:00-12:00,Academic,Library,73,1.81,0.47,141.5,100.1,-58.7,HTTP/HTTPS,1.88
16-02-2024,Friday,12:00-14:00,Academic,Library,65,2.09,0.58,143.97,85.9,-60.1,Cloud Sync,7.28
16-02-2024,Friday,14:00-16:00,Academic,Library,62,2.11,0.48,138.51,86.9,-59.1,Cloud Sync,2.26
16-02-2024,Friday,16:00-18:00,Academic,Library,76,1.76,0.46,143.37,111.4,-60.6,Remote Desktop,2.5
16-02-2024,Friday,18:00-20:00,Academic,Library,14,4.61,1.35,65.42,23.3,-53.2,Gaming,2.18
16-02-2024,Friday,20:00-22:00,Academic,Library,8,4.93,1.57,39.73,12,-52.7,Remote Desktop,1.87
16-02-2024,Friday,22:00-00:00,Academic,Library,11,4.76,1.52,52.93,18.6,-51.3,HTTP/HTTPS,1.65
17-02-2024,Saturday,00:00-02:00,Academic,Library,8,5.31,1.39,42.8,10.3,-47.6,Remote Desktop,1.44
17-02-2024,Saturday,02:00-04:00,Academic,Library,5,6.25,1.73,31.4,8.8,-45.5,Cloud Sync,1.26
17-02-2024,Saturday,04:00-06:00,Academic,Library,8,4.95,1.13,39.87,14.2,-48.1,Social Media,1.13
17-02-2024,Saturday,06:00-08:00,Academic,Library,10,5.14,1.5,51.88,13.3,-48.6,HTTP/HTTPS,1.05
17-02-2024,Saturday,08:00-10:00,Academic,Library,39,2.99,1.01,120.7,58.1,-48.7,Remote Desktop,3.74
17-02-2024,Saturday,10:00-12:00,Academic,Library,39,3.06,0.8,123.64,47.4,-51.2,Cloud Sync,1.36
17-02-2024,Saturday,12:00-14:00,Academic,Library,39,3.01,0.92,121.86,45.1,-53.5,Cloud Sync,1.48
17-02-2024,Saturday,14:00-16:00,Academic,Library,35,3.17,1.08,114.38,48.3,-55,Cloud Sync,1.53
17-02-2024,Saturday,16:00-18:00,Academic,Library,38,2.9,0.81,114.23,41.4,-54.8,Cloud Sync,1.6
17-02-2024,Saturday,18:00-20:00,Academic,Library,3,6.26,1.31,18.82,13.8,-52.6,Cloud Sync,1.37
17-02-2024,Saturday,20:00-22:00,Academic,Library,7,5.22,1.05,36.74,14.6,-50.9,Remote Desktop,1.21
17-02-2024,Saturday,22:00-00:00,Academic,Library,5,6.09,2,30.58,8.7,-48.9,HTTP/HTTPS,1.07
18-02-2024,Sunday,00:00-02:00,Academic,Library,5,6.05,1.82,30.37,14.9,-46.3,HTTP/HTTPS,0.96
18-02-2024,Sunday,02:00-04:00,Academic,Library,5,5.53,1.65,27.75,10.2,-41.9,HTTP/HTTPS,0.87
18-02-2024,Sunday,04:00-06:00,Academic,Library,8,5.37,1.79,43.28,19.6,-42.9,Cloud Sync,0.82
18-02-2024,Sunday,06:00-08:00,Academic,Library,7,5.26,1.44,37.03,16.2,-41.5,HTTP/HTTPS,0.78
18-02-2024,Sunday,08:00-10:00,Academic,Library,25,3.73,0.96,95.43,35.7,-44.9,Remote Desktop,0.89
18-02-2024,Sunday,10:00-12:00,Academic,Library,34,3.2,0.82,112.3,38.1,-44.1,Remote Desktop,1.05
18-02-2024,Sunday,12:00-14:00,Academic,Library,36,3.06,0.87,113.67,45.3,-46.4,Video Streaming,1.2
18-02-2024,Sunday,14:00-16:00,Academic,Library,33,3.2,0.76,108.91,43.2,-48.3,HTTP/HTTPS,1.3
18-02-2024,Sunday,16:00-18:00,Academic,Library,32,3.23,1.09,106.52,38.6,-50.8,Gaming,1.36
18-02-2024,Sunday,18:00-20:00,Academic,Library,7,4.5,1.05,31.68,10.7,-51.3,HTTP/HTTPS,1.21
18-02-2024,Sunday,20:00-22:00,Academic,Library,3,5.27,1.2,15.84,18.6,-50.9,Remote Desktop,5.43
18-02-2024,Sunday,22:00-00:00,Academic,Library,3,4.11,1.38,12.37,11.2,-50.8,Cloud Sync,0.93
19-02-2024,Monday,00:00-02:00,Academic,Library,12,4.44,0.92,53.83,14.9,-51.6,Cloud Sync,0.9
19-02-2024,Monday,02:00-04:00,Academic,Library,16,4.18,1.25,67.84,27.6,-46.4,HTTP/HTTPS,0.91
19-02-2024,Monday,04:00-06:00,Academic,Library,14,4.33,1.48,61.33,10.2,-44.4,Cloud Sync,7.07
19-02-2024,Monday,06:00-08:00,Academic,Library,11,4.6,1.43,51.14,21.2,-47.5,Cloud Sync,0.88
19-02-2024,Monday,08:00-10:00,Academic,Library,67,1.91,0.43,136.01,89.7,-49.6,Remote Desktop,5.5
19-02-2024,Monday,10:00-12:00,Academic,Library,65,2,0.5,137.81,88.4,-55.5,Cloud Sync,1.66
19-02-2024,Monday,12:00-14:00,Academic,Library,64,2.01,0.41,136.64,87.5,-57.6,Remote Desktop,1.92
19-02-2024,Monday,14:00-16:00,Academic,Library,74,1.81,0.54,143.24,108.6,-61.3,HTTP/HTTPS,2.21
19-02-2024,Monday,16:00-18:00,Academic,Library,62,2.15,0.69,140.89,86,-56.5,Remote Desktop,2.35
19-02-2024,Monday,18:00-20:00,Academic,Library,8,5.18,1.61,41.73,13.9,-53.2,HTTP/HTTPS,2
19-02-2024,Monday,20:00-22:00,Academic,Library,11,4.56,1.3,50.65,23,-51.1,HTTP/HTTPS,1.76
19-02-2024,Monday,22:00-00:00,Academic,Library,13,4.6,0.95,60.46,21.6,-48.5,HTTP/HTTPS,1.57
20-02-2024,Tuesday,00:00-02:00,Academic,Library,11,4.88,1.54,54.18,13.7,-50.2,HTTP/HTTPS,1.41
20-02-2024,Tuesday,02:00-04:00,Academic,Library,9,5.13,1.54,46.55,20.1,-50.5,Video Streaming,1.26
20-02-2024,Tuesday,04:00-06:00,Academic,Library,9,5.15,1.45,46.74,15.7,-53.8,Remote Desktop,1.15
20-02-2024,Tuesday,06:00-08:00,Academic,Library,11,5.23,1.2,58.06,14.9,-48.5,Remote Desktop,1.07
20-02-2024,Tuesday,08:00-10:00,Academic,Library,68,1.98,0.47,143.59,94.7,-53.7,HTTP/HTTPS,1.48
20-02-2024,Tuesday,10:00-12:00,Academic,Library,63,2.04,0.51,136.36,87.9,-58.7,Cloud Sync,1.77
20-02-2024,Tuesday,12:00-14:00,Academic,Library,70,1.87,0.61,139.53,97.6,-54.5,Remote Desktop,2.06
20-02-2024,Tuesday,14:00-16:00,Academic,Library,69,1.87,0.57,137.64,95.6,-53.7,Social Media,2.28
20-02-2024,Tuesday,16:00-18:00,Academic,Library,55,2.34,0.56,135.62,76.3,-56.4,HTTP/HTTPS,2.34
20-02-2024,Tuesday,18:00-20:00,Academic,Library,11,4.94,1.34,54.9,15.2,-55.1,Cloud Sync,2.03
20-02-2024,Tuesday,20:00-22:00,Academic,Library,10,4.62,1.03,46.6,14,-55.7,Remote Desktop,1.76
20-02-2024,Tuesday,22:00-00:00,Academic,Library,9,4.84,1.61,43.9,20.8,-53.8,Cloud Sync,1.55
21-02-2024,Wednesday,00:00-02:00,Academic,Library,9,4.78,1.28,43.4,13,-52.3,Social Media,1.37
21-02-2024,Wednesday,02:00-04:00,Academic,Library,13,4.28,1.07,56.34,26.7,-48.6,HTTP/HTTPS,1.27
21-02-2024,Wednesday,04:00-06:00,Academic,Library,7,5.18,1.61,36.47,14.4,-47.3,Social Media,1.13
